-3.770390319824218750e+02	-3.875094604492187500e+02	-1.482363128662109375e+02
-7.802252197265625000e+02	-5.731431884765625000e+02	-8.199122924804687500e+02
-1.146360961914062500e+03	-3.164112854003906250e+02	-2.441433105468750000e+02
-2.226569519042968750e+02	-2.564960632324218750e+02	-9.797420501708984375e+01
-1.171625595092773438e+02	-3.606053161621093750e+02	-3.108647766113281250e+02
-3.089891967773437500e+02	-1.540127868652343750e+02	-2.451688995361328125e+02
-2.947703552246093750e+02	-7.058655395507812500e+02	-2.344407501220703125e+02
-2.654180908203125000e+02	1.000584220886230469e+01	-7.687951660156250000e+02
-7.935008544921875000e+02	-2.587550354003906250e+02	-2.538767547607421875e+02
-1.846219635009765625e+02	-2.039280242919921875e+02	-1.921156921386718750e+02
-2.829696655273437500e+02	-2.581704711914062500e+02	-3.172898864746093750e+02
-4.071505737304687500e+02	-4.619177246093750000e+02	-2.480722351074218750e+02
-4.715411987304687500e+02	-1.438256378173828125e+02	-4.533368225097656250e+02
-3.739458007812500000e+02	-6.994996948242187500e+02	-3.928236694335937500e+02
-2.447038116455078125e+02	-2.729985961914062500e+02	-3.881887817382812500e+02
-3.960993041992187500e+02	-2.496598815917968750e+02	-7.929754028320312500e+02
-3.719458923339843750e+02	-3.635213317871093750e+02	-5.299503784179687500e+02
-3.592002868652343750e+02	-5.749613037109375000e+02	-2.150307312011718750e+02
-3.422996826171875000e+02	-4.215200805664062500e+02	-3.266335144042968750e+02
-3.751473693847656250e+02	-4.219304809570312500e+02	-3.685628967285156250e+02
-5.072255859375000000e+02	-5.019230957031250000e+02	-4.126549377441406250e+02
-5.984293823242187500e+02	-3.591411132812500000e+02	-1.649799041748046875e+02
-5.968451538085937500e+02	-5.946389160156250000e+02	-3.266418457031250000e+02
-4.856776428222656250e+02	-3.673770141601562500e+02	-2.873894653320312500e+02
-5.176678466796875000e+02	-2.775612182617187500e+02	-2.473371887207031250e+02
-3.156361083984375000e+02	-3.418761596679687500e+02	-2.785903930664062500e+02
-3.414210815429687500e+02	-2.146260070800781250e+02	-2.358591308593750000e+02
-2.291040344238281250e+02	-3.031567382812500000e+02	-3.733716125488281250e+02
-2.576830749511718750e+02	-3.890760192871093750e+02	-3.092005004882812500e+02
-3.614241333007812500e+02	-3.331249084472656250e+02	-2.388865203857421875e+02
-3.338426208496093750e+02	-2.322221374511718750e+02	-2.371464385986328125e+02
-3.017509155273437500e+02	-2.283977050781250000e+02	-2.273900146484375000e+02
-2.365177917480468750e+02	-1.844874572753906250e+02	-2.210804443359375000e+02
-5.571632080078125000e+02	-2.052908020019531250e+02	-1.803647613525390625e+02
-2.564769592285156250e+02	-2.424014892578125000e+02	-1.884071350097656250e+02
-2.388677978515625000e+02	-2.641943969726562500e+02	-2.456282653808593750e+02
-2.789162902832031250e+02	-2.102616424560546875e+02	-1.769316406250000000e+02
-2.026000671386718750e+02	-2.190278320312500000e+02	-2.303434600830078125e+02
-2.926116943359375000e+02	-2.426317596435546875e+02	-1.533176116943359375e+02
-3.378988952636718750e+02	-3.235560607910156250e+02	-1.856929931640625000e+02
-2.191284179687500000e+02	-2.484332275390625000e+02	-1.715540161132812500e+02
-2.764945983886718750e+02	-1.599205322265625000e+02	-1.763176574707031250e+02
-2.455918731689453125e+02	-1.646154479980468750e+02	-1.472153930664062500e+02
-1.579009704589843750e+02	-1.659581146240234375e+02	-2.202324981689453125e+02
-2.351709442138671875e+02	-1.414010925292968750e+02	-1.790115509033203125e+02
-2.958651733398437500e+02	-1.862545928955078125e+02	-1.744579925537109375e+02
-2.785922241210937500e+02	-2.619061584472656250e+02	-1.818847351074218750e+02
-2.313132324218750000e+02	-1.773387145996093750e+02	-2.117711639404296875e+02
-1.293445129394531250e+02	-2.185518341064453125e+02	-1.884201812744140625e+02
-2.836298217773437500e+02	-1.622330627441406250e+02	-2.177071228027343750e+02
-2.278277893066406250e+02	-1.386860961914062500e+02	-1.606416931152343750e+02
-2.483070831298828125e+02	-2.035278778076171875e+02	-1.580602264404296875e+02
-1.822077331542968750e+02	-1.524115295410156250e+02	-1.894160919189453125e+02
-1.992306671142578125e+02	-1.282040405273437500e+02	-1.357565460205078125e+02
-2.353686218261718750e+02	-1.876161804199218750e+02	-1.624297485351562500e+02
-2.299448547363281250e+02	-1.011080780029296875e+02	-1.720962371826171875e+02
-1.230117950439453125e+02	-1.380518951416015625e+02	-1.517169647216796875e+02
-1.920475616455078125e+02	-1.095167465209960938e+02	-1.769967041015625000e+02
-1.151016464233398438e+02	-9.199555969238281250e+01	-1.062097930908203125e+02
-1.060611801147460938e+02	-9.035612487792968750e+01	-9.049989318847656250e+01
-2.334517364501953125e+02	-1.080372314453125000e+02	-1.683749542236328125e+02
-1.835204010009765625e+02	-1.038917007446289062e+02	-5.385329437255859375e+01
-2.381161804199218750e+02	-1.078864746093750000e+02	-6.641047668457031250e+01
-1.833635864257812500e+02	-8.518201446533203125e+01	-5.845027923583984375e+01
-1.485192108154296875e+02	-9.777153778076171875e+01	-1.426768493652343750e+02
-1.884981384277343750e+02	-1.148843231201171875e+02	-1.357673950195312500e+02
-2.010569763183593750e+02	-1.849300079345703125e+02	-7.997444152832031250e+01
-1.920556793212890625e+02	-1.566678771972656250e+02	-9.683955383300781250e+01
-1.356808319091796875e+02	-1.961539001464843750e+02	-1.389489440917968750e+02
-1.732117614746093750e+02	-7.475066375732421875e+01	-1.950386047363281250e+02
-2.016537475585937500e+02	-5.677402877807617188e+01	-5.459553146362304688e+01
-2.096139373779296875e+02	-6.280670928955078125e+01	-1.315728912353515625e+02
-2.154008026123046875e+02	-6.353066253662109375e+01	-2.424440612792968750e+02
-2.216691894531250000e+02	-7.112229156494140625e+01	-1.050295181274414062e+02
-2.228607635498046875e+02	-9.130681610107421875e+01	-9.995600891113281250e+01
-2.249679412841796875e+02	-4.771244812011718750e+01	-2.434849853515625000e+02
-2.429557647705078125e+02	-2.492354011535644531e+01	-9.474319458007812500e+01
-1.965182342529296875e+02	-7.111637878417968750e+01	-8.260168457031250000e+01
-2.843811035156250000e+02	-4.349066162109375000e+01	-1.415353546142578125e+02
-2.449843444824218750e+02	-5.421904373168945312e+01	-8.254030609130859375e+01
-1.365595703125000000e+02	-2.462375259399414062e+01	-1.313407287597656250e+02
-1.212228012084960938e+02	-4.546474456787109375e+01	-9.255831909179687500e+01
-3.372813415527343750e+02	-2.448939132690429688e+01	-1.171599731445312500e+02
-1.892158966064453125e+02	-3.363394975662231445e+00	-6.330722045898437500e+01
-1.684419860839843750e+02	-2.969467735290527344e+01	-1.548735504150390625e+02
-1.755293273925781250e+02	-6.806144714355468750e+01	-8.042772674560546875e+01
-2.328630828857421875e+02	-8.498282623291015625e+01	-1.628416900634765625e+02
-2.011576385498046875e+02	-5.964987945556640625e+01	-1.207196502685546875e+02
-2.454864959716796875e+02	-1.235619888305664062e+02	-9.081581878662109375e+01
-2.432075500488281250e+02	-3.508036422729492188e+01	-1.893582611083984375e+02
-3.723779296875000000e+02	-5.085794830322265625e+01	-1.273481674194335938e+02
-2.596416625976562500e+02	-4.785137176513671875e+01	-1.317873992919921875e+02
-1.993498229980468750e+02	-5.888477325439453125e+01	-8.327574920654296875e+01
-2.455601806640625000e+02	-1.366534423828125000e+02	-1.720240783691406250e+02
-1.989328918457031250e+02	-1.066066055297851562e+02	-8.700746154785156250e+01
-1.322191772460937500e+02	-1.191895523071289062e+02	-1.111201629638671875e+02
-1.326254119873046875e+02	-6.721467590332031250e+01	-8.166276550292968750e+01
-2.018937988281250000e+02	-1.713146057128906250e+02	-1.033913574218750000e+02
-2.273728485107421875e+02	-8.155720520019531250e+01	-3.899595260620117188e+01
-1.111733856201171875e+02	-1.599698791503906250e+02	-1.170023422241210938e+02
-2.376402587890625000e+02	-1.447503662109375000e+02	-1.050146942138671875e+02
-1.367401580810546875e+02	-7.377339172363281250e+01	-5.836506271362304688e+01
-4.008519287109375000e+02	-7.620352935791015625e+01	-6.563523864746093750e+01
-3.364269409179687500e+02	-8.232746887207031250e+01	-1.148935089111328125e+02
-1.290447387695312500e+02	-6.308138275146484375e+01	-8.634645080566406250e+01
-1.447198638916015625e+02	-8.737422943115234375e+01	-7.174334716796875000e+01
-3.049902954101562500e+02	-1.279757232666015625e+02	-9.927302551269531250e+01
-1.839547882080078125e+02	-1.031819305419921875e+02	-4.792365646362304688e+01
-1.602060241699218750e+02	-8.976957702636718750e+01	-1.133457794189453125e+02
-1.621135711669921875e+02	-5.713945770263671875e+01	-7.076572418212890625e+01
-2.062760314941406250e+02	-1.163594512939453125e+02	-9.014831542968750000e+01
-1.192716445922851562e+02	-1.326857604980468750e+02	-1.011587371826171875e+02
-2.102669982910156250e+02	-1.125087127685546875e+02	-8.253739929199218750e+01
-1.471989440917968750e+02	-6.000901031494140625e+01	-7.813827514648437500e+01
-1.996219177246093750e+02	-1.122828216552734375e+02	-1.060598983764648438e+02
-1.475943145751953125e+02	-8.547352600097656250e+01	-9.666654205322265625e+01
-1.960666809082031250e+02	-1.150870513916015625e+02	-6.149378585815429688e+01
-1.540267333984375000e+02	-8.948439025878906250e+01	-9.261166381835937500e+01
-1.558148803710937500e+02	-7.741584014892578125e+01	-5.655556488037109375e+01
-1.171849594116210938e+02	-1.119363784790039062e+02	-1.179117202758789062e+02
-1.609759216308593750e+02	-1.257201690673828125e+02	-7.852816772460937500e+01
-2.280395812988281250e+02	-1.397054748535156250e+02	-9.797665405273437500e+01
-1.199958953857421875e+02	-1.044759674072265625e+02	-9.624794006347656250e+01
-2.084502410888671875e+02	-5.293830490112304688e+01	-9.101513671875000000e+01
-2.273506774902343750e+02	-8.051496887207031250e+01	-1.213972625732421875e+02
-1.263843841552734375e+02	-1.250048675537109375e+02	-7.634831237792968750e+01
-2.022151184082031250e+02	-1.107416763305664062e+02	-1.063219375610351562e+02
-1.691957550048828125e+02	-7.244660949707031250e+01	-1.198876800537109375e+02
-1.665471801757812500e+02	-8.565231323242187500e+01	-5.072789764404296875e+01
-1.296465301513671875e+02	-1.261631317138671875e+02	-1.260670928955078125e+02
-2.286403503417968750e+02	-1.087201080322265625e+02	-5.430220413208007812e+01
-1.143355484008789062e+02	-5.898469161987304688e+01	-1.060764389038085938e+02
-2.003450622558593750e+02	-7.118120574951171875e+01	-5.017180633544921875e+01
-2.689017333984375000e+02	-8.847158050537109375e+01	-7.877547454833984375e+01
-1.082027435302734375e+02	-1.145786590576171875e+02	-6.722342681884765625e+01
-1.421498718261718750e+02	-8.065779113769531250e+01	-6.636953735351562500e+01
-2.488975067138671875e+02	-1.252694091796875000e+02	-9.729824066162109375e+01
-1.149844207763671875e+02	-7.676597595214843750e+01	-4.259089660644531250e+01
-1.930051727294921875e+02	-3.588556671142578125e+01	-5.715901565551757812e+01
-1.906915588378906250e+02	-7.857816314697265625e+01	-9.321009826660156250e+01
-1.835501556396484375e+02	-1.075828018188476562e+02	-8.303018951416015625e+01
-1.886659851074218750e+02	-1.203499984741210938e+02	-4.389202499389648438e+01
-1.503302307128906250e+02	-9.092026519775390625e+01	-8.366078186035156250e+01
-1.618468933105468750e+02	-5.785457229614257812e+01	-9.119728088378906250e+01
-1.717229309082031250e+02	-6.744066619873046875e+01	-8.265632629394531250e+01
-1.733156433105468750e+02	-8.632786560058593750e+01	-8.685128784179687500e+01
-1.371136016845703125e+02	-8.150123596191406250e+01	-8.258406829833984375e+01
-1.329373016357421875e+02	-5.971062088012695312e+01	-9.414611816406250000e+01
-1.589062194824218750e+02	-9.729286193847656250e+01	-5.827905273437500000e+01
-1.626128540039062500e+02	-7.197247314453125000e+01	-7.078144836425781250e+01
-1.780785827636718750e+02	-4.242027282714843750e+01	-8.339003753662109375e+01
-2.175516052246093750e+02	-8.309691619873046875e+01	-5.615273284912109375e+01
-2.392041473388671875e+02	-1.024401245117187500e+02	-4.022982025146484375e+01
-1.117814178466796875e+02	-7.783605957031250000e+01	-6.518970489501953125e+01
-1.834574279785156250e+02	-9.043079376220703125e+01	-7.053926086425781250e+01
-2.208552246093750000e+02	-6.077091598510742188e+01	-6.093962478637695312e+01
-1.669512176513671875e+02	-1.213919830322265625e+02	-7.040616607666015625e+01
-1.999934387207031250e+02	-1.005799713134765625e+02	-7.323646545410156250e+01
-1.164659042358398438e+02	-7.773685455322265625e+01	-5.697484207153320312e+01
-1.290011901855468750e+02	-3.515906906127929688e+01	-4.491201019287109375e+01
-1.408064270019531250e+02	-6.532820892333984375e+01	-8.378599548339843750e+01
-1.452063751220703125e+02	-6.689099121093750000e+01	-1.377045726776123047e+01
-1.300633392333984375e+02	-8.873089599609375000e+01	-5.690461349487304688e+01
-1.607057952880859375e+02	-3.503302001953125000e+01	-1.865623283386230469e+01
-1.391868438720703125e+02	-4.065004348754882812e+01	-8.984558105468750000e+00
-1.340080871582031250e+02	-4.555544281005859375e+01	-4.845280838012695312e+01
-1.821764984130859375e+02	-5.880937576293945312e+01	-1.351070594787597656e+01
-1.142855377197265625e+02	-4.326512908935546875e+01	-1.329458141326904297e+01
-1.947652282714843750e+02	-4.076624679565429688e+01	-4.299177169799804688e+01
-2.104877471923828125e+02	-3.081425476074218750e+01	-5.197149658203125000e+01
-1.294978790283203125e+02	-3.288239288330078125e+01	-7.159353637695312500e+01
-9.055604553222656250e+01	-3.496121597290039062e+01	-1.864870071411132812e+01
-1.717873840332031250e+02	-4.388888168334960938e+01	-5.335580444335937500e+01
-1.388220214843750000e+02	-3.371930694580078125e+01	-6.270499420166015625e+01
-1.538978576660156250e+02	-2.069511985778808594e+01	-2.667655944824218750e-01
-1.225728149414062500e+02	-7.366030883789062500e+01	-5.605794525146484375e+01
-1.207437973022460938e+02	-9.706285858154296875e+01	-1.130672836303710938e+02
-1.704834442138671875e+02	-7.021568298339843750e+01	-2.687545204162597656e+01
-2.099437561035156250e+02	-4.006523895263671875e+01	-3.143236160278320312e+01
-1.159149169921875000e+02	-7.218183898925781250e+01	7.068004608154296875e+00
-1.668452606201171875e+02	-2.729629135131835938e+01	-3.427641677856445312e+01
-1.240656280517578125e+02	-1.246352081298828125e+02	-1.812360763549804688e+01
-1.507515106201171875e+02	-1.986903991699218750e+02	-6.934736633300781250e+01
-1.257032089233398438e+02	-2.802705993652343750e+02	-8.146334075927734375e+01
-2.016889343261718750e+02	3.900297927856445312e+01	-6.429400634765625000e+01
-1.764774780273437500e+02	-1.186296539306640625e+02	-6.502806091308593750e+01
-1.130133819580078125e+02	6.398650360107421875e+01	-4.222501754760742188e+01
-1.734871063232421875e+02	-2.372051620483398438e+01	-1.155223007202148438e+02
-1.116995620727539062e+02	-2.309911537170410156e+01	-6.658854675292968750e+01
-1.425772399902343750e+02	6.551992797851562500e+01	-3.604418563842773438e+01
-1.454668884277343750e+02	-4.025946807861328125e+01	-6.100255203247070312e+01
-1.385438537597656250e+02	-4.950287342071533203e+00	-8.762622833251953125e+01
-1.883121032714843750e+02	-1.024105358123779297e+01	-1.674040031433105469e+01
-1.685729980468750000e+02	-6.554216003417968750e+01	-4.324314498901367188e+01
-1.271105346679687500e+02	-7.757754516601562500e+01	-3.432500457763671875e+01
-2.012281799316406250e+02	-8.640904235839843750e+01	-3.906877899169921875e+01
-1.282415161132812500e+02	-1.448676452636718750e+02	-3.569481658935546875e+01
-1.283102416992187500e+02	-1.780750427246093750e+02	-9.424999237060546875e+01
